school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,data_source,sleep_hours,mobile_social_hours,core_ability,Math_marks,Math_self_rating,Science_marks,Science_self_rating,Social_Science_marks,Social_Science_self_rating,English_marks,English_self_rating,Hindi_marks,Hindi_self_rating,Total_marks,Average_marks
GP,M,15,R,GT3,T,0,2,other,at_home,course,mother,2,1,3,no,yes,no,no,yes,yes,yes,no,5,3,4,1,1,5,6,synthetic_indian,7.6,4.1,20.0,28,2,13,1,10,1,29,3,18,2,98,19.6
GP,M,15,U,GT3,T,0,3,services,other,other,mother,3,1,0,yes,yes,yes,no,no,yes,yes,no,1,1,4,1,2,5,7,synthetic_indian,6.4,4.1,38.43581402320261,24,2,31,2,40,3,50,3,39,2,184,36.8
GP,M,15,U,GT3,T,3,2,teacher,teacher,home,mother,3,2,1,no,yes,no,yes,yes,yes,yes,yes,3,3,2,1,3,4,11,synthetic_indian,6.6,5.4,40.23115586232841,35,2,47,2,43,3,39,2,45,3,209,41.8
MS,M,16,U,GT3,T,4,3,services,services,reputation,mother,2,3,0,no,no,no,yes,no,yes,yes,no,4,1,4,1,2,5,5,synthetic_indian,6.6,4.3,57.13615741879932,59,3,65,4,56,3,59,4,54,3,293,58.6
MS,F,16,U,LE3,T,2,4,at_home,health,home,mother,2,4,1,no,yes,no,no,no,yes,yes,yes,5,2,5,1,1,3,3,synthetic_indian,6.3,6.1,60.6848118605977,65,3,61,3,68,4,73,4,55,3,322,64.4
MS,F,15,U,LE3,T,4,1,services,other,home,mother,2,4,0,no,yes,no,yes,yes,no,yes,no,2,2,3,2,1,5,4,synthetic_indian,6.6,4.3,53.58489841319751,58,4,58,3,51,2,53,2,59,3,279,55.8
MS,F,15,U,LE3,T,2,0,health,other,home,mother,4,1,2,no,yes,no,yes,no,yes,no,yes,5,4,5,3,1,4,3,synthetic_indian,7.7,5.4,33.642706195095364,29,3,42,2,37,3,27,2,23,2,158,31.6
GP,F,16,U,GT3,T,3,3,health,health,reputation,mother,2,4,2,no,yes,no,yes,yes,yes,no,no,2,2,4,1,1,3,7,synthetic_indian,7.1,3.1,47.95489558979455,57,3,46,3,50,4,57,4,36,2,246,49.2
GP,M,15,R,GT3,A,0,3,teacher,health,other,mother,1,1,0,yes,no,no,no,no,yes,yes,no,4,3,4,1,1,3,1,synthetic_indian,7.5,5.5,41.87153155218672,39,2,42,3,35,2,24,1,38,3,178,35.6
MS,M,14,R,GT3,A,0,2,services,services,home,other,2,2,0,no,yes,no,no,yes,yes,yes,no,3,2,3,1,1,5,1,synthetic_indian,7.5,1.8,53.31490936543539,61,4,36,2,47,4,58,3,56,3,258,51.6
GP,M,15,U,LE3,T,4,4,teacher,other,reputation,other,2,4,0,no,no,no,no,yes,yes,yes,no,1,1,4,1,2,4,5,synthetic_indian,6.6,4.3,68.41351561635632,81,5,72,4,72,4,58,2,74,5,357,71.4
GP,F,15,U,GT3,T,0,2,other,other,course,mother,2,3,0,no,no,no,yes,yes,yes,no,no,5,2,3,1,1,5,4,synthetic_indian,5.6,2.0,54.29326824889738,36,3,48,3,55,3,59,3,59,3,257,51.4
GP,F,14,R,GT3,T,3,2,health,at_home,reputation,mother,3,4,1,no,yes,no,no,no,yes,yes,no,2,3,2,1,1,1,3,synthetic_indian,6.1,5.3,46.01385386346333,41,2,58,4,40,3,47,3,50,3,236,47.2
MS,M,14,U,GT3,T,4,4,teacher,teacher,course,other,4,1,0,no,no,no,yes,yes,yes,yes,no,4,1,3,1,4,1,5,synthetic_indian,7.2,4.3,47.83078041449757,46,2,59,4,53,3,53,3,50,4,261,52.2
MS,M,16,R,GT3,T,2,0,other,teacher,reputation,mother,2,2,0,yes,yes,no,yes,yes,yes,yes,no,1,4,3,1,1,3,0,synthetic_indian,6.6,6.2,35.27822732338019,27,2,47,2,30,2,30,3,45,3,179,35.8
GP,F,16,U,LE3,T,0,2,teacher,at_home,other,father,4,1,0,no,no,no,no,yes,yes,yes,no,4,4,5,1,1,5,6,synthetic_indian,8.1,7.8,49.7332634476509,59,3,61,3,59,3,45,3,60,3,284,56.8
MS,F,14,U,LE3,T,1,2,services,teacher,home,other,1,4,1,yes,yes,no,yes,yes,yes,no,no,3,4,4,1,1,1,0,synthetic_indian,8.0,3.6,54.62163245271166,72,4,48,4,56,4,64,4,49,4,289,57.8
MS,M,14,R,GT3,T,0,3,services,health,other,mother,1,1,3,no,no,yes,no,yes,no,yes,no,1,1,2,1,1,2,5,synthetic_indian,8.2,4.7,20.0,33,2,32,2,27,2,35,3,18,1,145,29.0
MS,M,16,U,GT3,T,2,4,services,teacher,reputation,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,1,4,1,1,1,1,3,synthetic_indian,7.5,5.7,45.54682050188664,43,2,53,2,43,3,42,2,55,3,236,47.2
MS,F,15,R,LE3,T,4,1,services,teacher,home,other,1,2,0,no,yes,no,yes,yes,yes,yes,no,1,2,3,1,1,5,3,synthetic_indian,8.2,4.3,46.15279569710819,62,3,50,3,48,2,65,4,37,3,262,52.4
MS,M,14,R,GT3,T,2,0,at_home,at_home,course,mother,4,3,0,no,yes,no,no,yes,yes,yes,no,2,1,1,1,1,5,5,synthetic_indian,7.0,3.8,53.12427174472362,62,3,62,4,54,4,53,3,49,3,280,56.0
GP,M,16,U,GT3,T,1,0,other,services,reputation,mother,3,4,0,no,yes,no,no,yes,yes,no,no,1,1,4,1,1,1,0,synthetic_indian,6.4,2.6,63.52401667586449,64,4,59,2,68,3,67,4,69,5,327,65.4
MS,M,15,R,GT3,T,3,4,other,teacher,home,mother,2,2,0,no,no,yes,no,yes,yes,no,yes,4,1,3,2,1,5,4,synthetic_indian,6.7,2.1,58.040431989482165,59,4,57,4,53,3,56,3,60,3,285,57.0
GP,F,14,R,GT3,T,0,3,services,teacher,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,2,5,1,1,3,5,2,synthetic_indian,7.0,4.4,59.53867767510617,62,4,64,3,71,4,58,3,55,3,310,62.0
GP,F,15,U,LE3,T,4,3,at_home,services,course,father,4,1,0,no,no,no,no,no,yes,yes,no,1,3,5,1,1,2,2,synthetic_indian,7.3,5.4,52.35909235669119,55,3,48,3,61,3,57,4,52,3,273,54.6
MS,F,16,R,GT3,T,3,4,services,at_home,other,father,4,3,0,no,yes,no,yes,yes,yes,yes,no,4,5,1,1,3,3,4,synthetic_indian,7.4,4.7,66.55348912794999,72,4,58,3,75,4,68,4,67,4,340,68.0
GP,F,14,U,GT3,T,2,3,at_home,services,reputation,other,1,1,0,yes,no,yes,no,no,yes,yes,yes,4,5,5,1,1,5,4,synthetic_indian,7.9,7.5,41.89205936636202,46,4,65,3,37,3,40,2,46,3,234,46.8
GP,F,15,R,GT3,T,4,0,services,at_home,course,mother,4,1,0,no,yes,no,yes,no,yes,yes,no,5,5,2,1,1,4,3,synthetic_indian,7.8,5.4,42.10094531331107,43,3,45,2,39,3,33,2,36,2,196,39.2
GP,F,14,R,GT3,T,3,0,health,health,home,mother,4,2,0,no,yes,no,no,yes,yes,yes,no,4,3,4,1,2,3,6,synthetic_indian,7.6,5.4,44.99847436782324,51,3,49,3,45,3,40,3,37,3,222,44.4
MS,F,15,U,GT3,T,4,1,health,at_home,course,mother,2,1,1,no,yes,yes,yes,yes,yes,yes,no,3,5,1,4,1,3,4,synthetic_indian,8.6,4.7,35.51744564400032,48,3,37,3,34,2,24,1,42,3,185,37.0
MS,M,16,R,LE3,A,1,4,teacher,health,course,mother,4,2,0,no,no,yes,yes,no,yes,yes,yes,1,4,3,1,1,4,3,synthetic_indian,8.1,4.3,55.58472028119413,68,2,45,3,53,3,54,3,54,3,274,54.8
GP,M,16,R,GT3,T,1,2,services,health,other,mother,1,3,0,no,yes,yes,no,yes,yes,yes,yes,1,1,4,1,1,1,6,synthetic_indian,5.8,4.9,34.750571571437305,22,3,45,3,24,3,32,3,34,1,157,31.4
MS,M,14,R,GT3,T,0,2,other,at_home,other,other,2,3,0,no,no,no,no,yes,yes,no,no,1,1,1,1,1,2,5,synthetic_indian,5.1,0.2,53.3413207903295,43,3,45,2,47,2,52,3,54,2,241,48.2
MS,M,15,R,GT3,T,0,1,teacher,other,home,father,1,1,1,no,no,yes,no,yes,no,yes,no,4,2,3,1,2,5,2,synthetic_indian,8.1,4.4,35.778535351939105,37,3,37,3,37,3,45,3,35,3,191,38.2
MS,M,14,R,GT3,T,1,1,health,at_home,other,mother,3,2,2,no,yes,yes,no,yes,yes,yes,no,4,4,3,1,3,1,7,synthetic_indian,6.4,4.1,25.254734462106697,15,2,18,2,22,2,27,2,41,3,123,24.6
MS,M,14,U,GT3,T,4,3,services,teacher,course,father,1,1,0,no,no,no,yes,no,yes,yes,no,1,3,3,1,1,4,5,synthetic_indian,7.4,6.3,51.40764303409527,51,3,61,4,64,4,53,3,58,3,287,57.4
GP,M,15,R,GT3,T,1,1,teacher,teacher,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,2,1,3,2,1,2,4,synthetic_indian,6.3,4.7,45.52068044550522,41,2,63,4,46,3,47,2,42,3,239,47.8
GP,F,15,U,GT3,T,0,1,services,other,other,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,2,5,1,1,1,2,4,synthetic_indian,6.2,5.3,49.22115144848538,44,3,49,3,62,3,59,3,44,2,258,51.6
MS,F,15,U,LE3,T,1,2,health,health,course,father,4,2,0,no,no,no,yes,yes,yes,yes,no,3,2,2,1,5,2,6,synthetic_indian,7.6,5.1,42.82423687789861,43,2,49,2,39,3,54,3,47,3,232,46.4
MS,M,16,R,LE3,A,1,3,teacher,other,course,mother,1,3,0,no,no,no,no,yes,no,no,no,5,2,5,1,2,4,2,synthetic_indian,7.5,3.7,67.71486495504155,76,4,65,3,77,4,57,4,67,5,342,68.4
GP,M,14,U,GT3,T,4,1,health,teacher,home,other,2,2,0,yes,no,no,no,yes,yes,yes,no,3,1,5,1,3,1,6,synthetic_indian,6.7,4.9,57.44039836716512,47,3,60,3,75,3,52,3,68,3,302,60.4
GP,F,14,U,GT3,T,3,1,at_home,other,other,father,3,3,0,no,yes,no,no,yes,yes,yes,no,1,4,5,1,1,5,4,synthetic_indian,5.3,6.2,54.360160695635976,38,2,60,2,58,3,60,4,51,3,267,53.4
MS,M,16,U,LE3,T,0,3,health,at_home,course,mother,2,2,0,no,yes,no,no,no,yes,yes,no,1,2,2,1,2,2,1,synthetic_indian,6.8,4.6,39.0671504394276,39,3,47,3,34,2,46,4,39,2,205,41.0
GP,M,15,U,LE3,A,4,4,services,other,other,father,2,3,0,no,yes,no,no,yes,yes,yes,no,1,1,3,2,1,2,7,synthetic_indian,7.1,5.0,55.22794353474571,69,3,73,4,65,3,52,3,57,3,316,63.2
MS,F,16,R,GT3,T,1,3,other,health,home,mother,4,4,0,no,no,yes,yes,no,yes,yes,no,5,4,3,1,1,1,0,synthetic_indian,5.9,6.4,59.159011767301216,54,3,74,5,57,3,63,4,43,2,291,58.2
MS,M,16,U,LE3,T,1,2,health,at_home,other,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4,1,4,1,4,2,4,synthetic_indian,7.0,4.9,55.41552721045797,66,4,61,4,59,4,57,3,50,3,293,58.6
GP,F,16,R,LE3,T,3,4,other,services,course,mother,3,3,0,no,no,no,no,yes,yes,yes,no,5,1,5,3,1,2,3,synthetic_indian,6.8,3.8,67.1781213300872,74,4,60,4,74,4,63,3,59,4,330,66.0
GP,M,14,U,LE3,T,0,0,at_home,teacher,other,mother,2,1,0,no,yes,yes,yes,yes,yes,yes,no,3,4,5,2,4,4,6,synthetic_indian,8.1,5.2,29.15664395584559,34,1,26,2,24,2,15,2,26,3,125,25.0
MS,F,16,R,LE3,T,0,3,teacher,teacher,course,father,1,2,1,no,yes,no,yes,yes,yes,yes,no,4,4,3,1,1,3,3,synthetic_indian,7.5,5.7,41.69703108350163,40,3,37,2,35,2,40,2,23,2,175,35.0
MS,F,14,U,LE3,T,2,2,teacher,other,course,mother,1,4,0,yes,yes,no,yes,yes,yes,yes,no,4,4,5,3,2,1,4,synthetic_indian,6.2,6.1,43.70043600706318,43,2,53,4,36,2,45,3,44,2,221,44.2
GP,F,14,U,LE3,T,0,4,other,at_home,course,father,2,1,0,no,yes,yes,no,yes,yes,yes,no,3,1,3,1,1,1,4,synthetic_indian,8.2,2.8,58.51167003481134,64,3,46,3,59,2,58,4,71,4,298,59.6
MS,M,14,R,GT3,T,3,3,teacher,services,home,mother,1,2,2,no,yes,yes,yes,no,yes,yes,no,4,2,3,1,1,1,4,synthetic_indian,7.1,6.1,31.59575455593984,39,2,60,4,27,2,30,3,26,1,182,36.4
GP,F,15,R,GT3,T,2,1,health,at_home,other,mother,2,4,0,no,no,yes,no,no,yes,yes,no,2,3,3,1,1,4,1,synthetic_indian,6.8,6.2,57.77518363906698,63,3,73,4,63,4,47,3,50,2,296,59.2
MS,M,14,U,GT3,T,2,3,other,teacher,home,father,2,4,0,no,no,no,no,yes,yes,no,no,3,3,1,2,1,4,4,synthetic_indian,6.1,3.2,61.332101716071634,65,4,71,3,58,3,61,3,50,3,305,61.0
GP,M,14,U,GT3,A,1,0,services,at_home,other,mother,2,4,0,no,yes,no,yes,yes,yes,yes,no,3,1,1,1,1,5,7,synthetic_indian,6.3,3.0,64.92616545008049,65,4,68,4,69,3,60,4,67,4,329,65.8
GP,M,15,U,LE3,T,1,3,health,services,home,mother,3,2,1,no,yes,no,no,yes,yes,no,no,2,1,1,1,1,4,1,synthetic_indian,6.5,1.8,28.084961351615725,25,2,27,2,15,2,27,2,25,2,119,23.8
GP,M,14,U,LE3,A,0,4,health,other,reputation,mother,2,4,2,no,yes,yes,no,yes,yes,yes,no,5,2,1,1,1,1,5,synthetic_indian,6.6,2.6,49.72033794604455,55,3,58,3,46,2,58,3,51,3,268,53.6
MS,F,16,R,GT3,T,2,4,health,health,course,mother,4,4,0,no,no,no,no,yes,yes,no,no,5,4,2,1,1,5,6,synthetic_indian,8.1,4.3,69.9750874550138,89,5,80,3,64,3,81,4,77,4,391,78.2
MS,F,16,U,LE3,T,1,3,services,at_home,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,1,4,1,1,3,2,synthetic_indian,6.4,4.9,43.65818167444991,32,3,41,2,42,3,37,2,37,2,189,37.8
GP,M,14,U,GT3,T,3,4,at_home,health,home,father,3,3,0,no,no,yes,yes,no,yes,yes,no,4,5,4,1,1,2,4,synthetic_indian,6.1,5.1,69.8273592738138,63,3,72,4,79,5,76,4,70,4,360,72.0
MS,M,15,U,GT3,T,1,1,teacher,teacher,reputation,mother,1,2,0,no,yes,no,no,no,yes,yes,no,2,4,3,3,2,2,0,synthetic_indian,8.4,5.8,38.13602324686538,49,4,48,3,28,2,53,3,39,3,217,43.4
GP,F,16,U,GT3,T,1,3,other,other,course,mother,3,3,0,no,yes,no,yes,yes,yes,yes,yes,3,1,5,1,3,5,3,synthetic_indian,6.7,5.0,57.78077706341397,56,4,60,3,65,3,63,3,70,4,314,62.8
GP,M,15,U,LE3,T,2,1,at_home,other,other,other,4,1,0,no,no,yes,no,yes,yes,yes,no,3,5,1,1,1,3,0,synthetic_indian,7.3,3.7,49.2275167322365,50,3,39,3,53,3,43,2,63,4,248,49.6
MS,F,15,U,LE3,T,2,1,other,at_home,home,mother,3,3,0,no,yes,no,no,yes,yes,yes,no,3,2,4,1,1,2,4,synthetic_indian,7.7,4.2,65.1591155152131,81,4,64,3,71,4,74,3,64,4,354,70.8
MS,M,16,U,GT3,A,4,2,teacher,other,course,father,3,4,1,no,yes,yes,no,no,yes,yes,no,4,5,4,3,2,5,5,synthetic_indian,6.6,6.4,45.87686549133496,47,3,57,3,41,3,37,3,63,4,245,49.0
GP,M,15,U,LE3,T,3,3,services,at_home,course,mother,3,4,0,no,yes,no,yes,yes,yes,no,yes,4,1,1,1,1,4,3,synthetic_indian,7.9,3.5,67.35218660525744,95,5,83,4,65,5,68,4,62,4,373,74.6
MS,F,16,R,GT3,T,2,4,health,at_home,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5,3,2,1,1,1,3,synthetic_indian,7.8,5.3,64.33641944486439,72,4,72,5,76,4,81,5,68,4,369,73.8
MS,M,15,U,GT3,T,0,1,health,health,home,father,2,2,0,no,yes,no,yes,no,yes,no,no,4,1,2,2,1,3,2,synthetic_indian,6.8,1.3,55.21192784998066,60,4,47,4,57,3,56,3,59,3,279,55.8
GP,F,16,R,GT3,T,3,2,services,other,other,mother,1,2,1,yes,no,no,no,yes,yes,yes,no,5,3,4,1,1,2,9,synthetic_indian,8.8,6.1,32.65037591993945,54,3,33,3,26,3,27,2,15,2,155,31.0
GP,M,14,U,LE3,T,3,3,at_home,at_home,other,father,2,1,0,no,no,no,yes,yes,yes,yes,no,5,2,2,1,1,1,4,synthetic_indian,7.0,2.6,50.98416991322038,44,2,50,3,50,4,41,3,51,3,236,47.2
MS,M,16,R,GT3,T,2,3,at_home,health,course,mother,1,2,0,no,yes,no,no,yes,no,yes,no,3,2,1,1,1,5,1,synthetic_indian,7.7,4.9,56.84829592308836,73,4,63,3,63,3,61,4,43,3,303,60.6
GP,M,16,R,GT3,T,3,0,other,services,course,mother,4,1,0,yes,no,no,yes,yes,yes,yes,no,4,4,4,2,1,2,3,synthetic_indian,7.9,5.8,48.93658532927953,57,4,48,4,54,3,49,3,44,2,252,50.4
GP,F,16,R,LE3,T,2,0,services,health,home,mother,4,4,0,no,yes,no,no,yes,yes,yes,no,5,4,1,1,1,1,3,synthetic_indian,7.8,4.9,60.40461608084226,76,3,59,3,53,4,55,4,68,3,311,62.2
MS,M,16,R,LE3,T,1,1,at_home,health,course,mother,3,3,2,no,yes,no,yes,yes,yes,no,no,2,3,2,1,1,4,4,synthetic_indian,8.1,4.8,20.0,40,3,32,3,2,3,13,2,21,2,108,21.6
GP,M,15,U,GT3,T,4,0,services,at_home,course,father,4,4,0,no,yes,no,no,yes,yes,yes,no,2,3,1,2,1,3,4,synthetic_indian,6.8,3.2,65.0793391144222,70,4,64,3,70,4,72,4,67,4,343,68.6
GP,M,14,U,LE3,T,1,1,teacher,teacher,home,mother,3,4,0,no,yes,no,no,yes,yes,yes,yes,4,2,2,1,1,5,3,synthetic_indian,6.2,2.7,55.61807586033614,59,4,49,3,56,3,59,3,63,3,286,57.2
MS,M,16,U,LE3,T,2,4,health,teacher,course,other,2,4,0,yes,yes,no,no,no,yes,no,no,3,5,2,1,1,2,4,synthetic_indian,7.3,4.2,54.98596721126553,55,3,59,4,41,2,64,3,65,3,284,56.8
MS,F,15,U,LE3,T,2,1,health,teacher,course,other,4,2,0,no,no,no,no,yes,yes,yes,no,3,3,1,1,3,4,3,synthetic_indian,6.8,5.0,28.906044450095152,22,1,38,3,15,3,27,2,21,1,123,24.6
GP,F,14,U,GT3,T,1,0,health,health,reputation,mother,2,2,1,yes,yes,no,yes,yes,yes,no,no,5,3,2,1,1,3,8,synthetic_indian,8.7,1.9,49.01388516118645,72,3,46,4,53,3,45,3,53,4,269,53.8
GP,M,14,U,GT3,T,0,4,services,at_home,other,mother,1,2,0,no,yes,no,no,yes,yes,no,no,4,5,3,1,1,3,5,synthetic_indian,7.6,2.2,58.3117047024298,61,3,47,3,60,3,57,4,62,4,287,57.4
MS,F,14,R,GT3,T,0,0,services,other,home,father,2,3,0,yes,yes,yes,yes,no,yes,yes,no,2,4,1,1,1,4,7,synthetic_indian,6.9,4.0,47.39606171572649,50,3,46,2,52,3,50,4,47,3,245,49.0
MS,M,14,U,LE3,T,0,1,other,health,reputation,other,1,2,0,no,no,yes,yes,no,yes,yes,no,5,4,3,2,1,2,3,synthetic_indian,7.5,5.6,56.10414617777657,55,3,63,3,67,4,60,3,61,4,306,61.2
MS,M,16,R,LE3,T,2,2,health,health,other,mother,2,1,0,no,no,yes,no,yes,yes,yes,no,5,3,1,1,1,3,8,synthetic_indian,6.6,5.5,47.22394809813844,45,2,58,3,46,3,48,2,32,2,229,45.8
MS,M,16,R,GT3,T,3,3,other,at_home,other,mother,2,4,2,no,yes,no,no,yes,yes,no,no,1,4,2,1,1,5,9,synthetic_indian,6.2,3.8,51.7578002563315,55,4,57,3,59,3,54,3,50,3,275,55.0
GP,F,15,R,GT3,T,2,0,health,services,other,mother,4,3,0,no,yes,yes,no,no,yes,yes,no,4,4,2,1,2,1,5,synthetic_indian,8.0,4.8,47.303587166998014,61,3,49,2,44,2,44,3,35,3,233,46.6
MS,F,15,U,LE3,T,3,1,other,health,reputation,father,2,3,1,no,yes,no,yes,yes,no,yes,yes,5,4,4,1,1,5,6,synthetic_indian,6.7,6.8,44.902696256276215,43,3,58,4,45,2,47,3,53,3,246,49.2
MS,F,15,U,GT3,T,1,4,other,services,reputation,mother,4,3,1,yes,yes,no,yes,yes,yes,no,no,2,2,4,1,2,3,2,synthetic_indian,6.2,2.2,39.83971975031192,40,3,30,2,26,3,37,3,46,3,179,35.8
GP,F,14,U,GT3,T,4,0,teacher,services,other,father,4,3,0,no,yes,yes,yes,no,yes,yes,yes,1,1,3,5,1,1,1,synthetic_indian,7.2,3.4,51.3037060088672,68,4,54,3,47,3,50,3,51,3,270,54.0
MS,F,14,U,GT3,T,3,0,other,teacher,course,mother,3,3,0,no,yes,no,yes,yes,yes,no,yes,2,3,2,1,5,4,3,synthetic_indian,7.9,3.3,52.31830487739994,70,3,63,4,54,3,49,2,46,3,282,56.4
GP,F,16,R,GT3,T,0,3,services,at_home,course,mother,3,1,0,yes,yes,yes,yes,no,no,yes,no,3,3,4,4,2,1,5,synthetic_indian,8.1,6.1,41.22968182357842,57,3,48,3,49,4,37,2,34,2,225,45.0
MS,F,14,U,GT3,T,2,1,other,services,reputation,mother,1,4,0,no,yes,yes,yes,no,yes,yes,no,1,2,2,1,4,1,6,synthetic_indian,7.4,3.4,57.15338328685139,67,3,62,4,57,3,61,4,50,3,297,59.4
MS,F,14,R,LE3,T,1,2,health,at_home,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,no,no,1,1,1,1,1,1,6,synthetic_indian,6.3,1.7,58.53044282967949,54,4,66,3,72,4,58,3,52,3,302,60.4
MS,F,14,U,GT3,T,0,4,other,teacher,reputation,mother,1,4,0,no,no,no,no,no,yes,yes,no,5,1,4,1,1,3,5,synthetic_indian,5.6,2.1,70.44064079883336,60,3,58,3,78,4,58,3,72,4,326,65.2
GP,M,15,R,GT3,T,1,1,at_home,at_home,other,mother,2,2,0,no,no,no,yes,no,yes,yes,no,3,2,3,1,2,2,6,synthetic_indian,8.3,4.0,61.37957206429885,78,4,61,4,73,4,68,2,59,4,339,67.8
GP,F,15,R,LE3,T,4,4,health,health,course,mother,3,3,0,no,yes,yes,no,yes,yes,yes,no,5,5,4,1,3,3,3,synthetic_indian,7.0,6.8,57.76822006828325,60,3,61,3,53,4,62,3,61,4,297,59.4
MS,F,16,U,GT3,T,2,0,at_home,services,reputation,mother,3,3,0,no,yes,no,yes,yes,yes,yes,no,4,5,2,1,4,2,4,synthetic_indian,7.1,5.1,45.22386379600173,47,2,48,2,36,3,52,3,46,3,229,45.8
GP,F,14,U,GT3,T,2,3,health,at_home,reputation,mother,2,4,0,no,yes,yes,no,yes,yes,yes,no,2,1,5,1,1,4,3,synthetic_indian,7.5,4.5,65.92650169189845,86,4,61,4,69,3,73,5,72,4,361,72.2
GP,F,14,U,GT3,T,4,3,services,other,home,other,2,3,0,yes,yes,yes,no,yes,no,no,no,2,5,5,1,2,4,7,synthetic_indian,7.6,5.7,51.92631983716274,66,4,59,4,45,3,50,2,47,3,267,53.4
GP,F,16,U,GT3,T,2,2,services,at_home,other,mother,3,3,0,no,no,yes,yes,no,yes,yes,no,5,5,2,1,1,4,4,synthetic_indian,7.6,5.6,68.21176461061923,70,4,75,4,84,5,71,4,72,4,372,74.4
GP,F,14,U,GT3,T,3,3,services,services,home,mother,3,3,1,no,yes,yes,no,yes,yes,yes,no,2,5,1,1,1,4,6,synthetic_indian,8.8,5.0,46.400691766328606,66,4,47,3,51,2,39,2,60,3,263,52.6
GP,F,14,U,GT3,T,1,0,at_home,teacher,course,mother,1,1,0,no,no,yes,yes,yes,yes,yes,no,2,1,4,1,1,4,5,synthetic_indian,6.9,3.3,36.916541792756064,37,3,33,3,36,3,28,3,41,3,175,35.0
GP,F,15,U,LE3,T,0,2,teacher,teacher,home,other,3,1,1,no,no,yes,no,yes,yes,yes,yes,4,5,5,1,1,5,3,synthetic_indian,8.4,6.6,29.592105673093293,37,3,27,1,22,2,34,2,31,3,151,30.2
MS,F,16,U,GT3,T,4,1,health,services,home,mother,2,3,0,yes,yes,no,yes,no,yes,no,no,3,3,1,1,4,3,5,synthetic_indian,7.1,3.8,60.12050454082984,62,4,67,3,62,4,74,4,62,4,327,65.4
MS,F,16,U,LE3,T,3,3,services,health,home,father,1,1,0,no,yes,yes,no,yes,yes,no,yes,1,1,2,1,1,2,3,synthetic_indian,7.5,2.8,48.56351810061109,56,3,55,4,53,4,51,3,50,3,265,53.0
GP,F,16,R,LE3,T,0,2,health,health,other,father,2,2,0,no,yes,yes,yes,yes,yes,yes,no,5,2,1,1,1,4,4,synthetic_indian,8.3,3.5,50.49999907921771,61,2,50,3,44,2,53,3,42,3,250,50.0
MS,M,16,U,GT3,T,0,0,at_home,teacher,course,father,4,3,0,yes,yes,yes,yes,yes,yes,yes,no,5,5,2,1,1,5,3,synthetic_indian,7.6,6.1,62.81211150574118,70,5,61,3,77,5,70,4,68,4,346,69.2
MS,M,15,R,GT3,T,4,4,teacher,teacher,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,4,4,1,1,5,2,synthetic_indian,7.8,6.5,52.3629809560295,61,5,56,3,49,3,54,3,46,3,266,53.2
MS,F,15,U,GT3,T,3,4,at_home,services,other,father,2,4,0,yes,yes,yes,yes,yes,yes,yes,no,4,1,1,1,1,5,3,synthetic_indian,7.4,1.6,75.63339644419796,88,5,71,4,76,3,80,4,83,4,398,79.6
MS,F,14,U,GT3,T,0,0,health,health,course,mother,3,2,0,no,no,no,no,yes,yes,yes,no,1,2,4,2,1,3,4,synthetic_indian,6.9,5.5,42.46383690966138,46,2,55,3,44,2,35,2,36,2,216,43.2
GP,M,14,R,GT3,T,0,0,teacher,teacher,reputation,mother,4,4,0,no,yes,no,no,yes,yes,yes,no,3,3,1,1,1,4,8,synthetic_indian,6.2,3.6,45.03198933749755,42,3,56,3,35,3,53,3,56,4,242,48.4
MS,F,14,U,GT3,T,3,4,teacher,health,home,father,2,3,0,no,yes,yes,no,yes,yes,no,no,5,2,2,1,2,5,3,synthetic_indian,6.2,2.9,67.26156300843554,69,4,81,3,71,3,65,3,70,4,356,71.2
MS,M,14,U,LE3,T,2,2,at_home,teacher,course,mother,1,4,2,no,no,no,yes,no,yes,yes,no,4,5,2,1,5,5,4,synthetic_indian,5.6,6.3,28.42935394711731,18,2,41,3,26,3,24,2,40,2,149,29.8
GP,M,15,U,GT3,T,0,4,services,at_home,home,father,2,4,0,no,no,yes,no,yes,yes,no,no,5,4,1,1,1,4,2,synthetic_indian,8.3,2.4,77.066696685004,100,5,83,5,78,5,65,4,72,4,398,79.6
GP,M,16,U,GT3,T,1,0,health,other,reputation,mother,4,2,0,no,yes,no,no,yes,yes,yes,no,2,5,2,1,1,3,7,synthetic_indian,6.7,5.3,35.634093928486145,33,2,34,2,29,3,33,2,47,3,176,35.2
MS,M,15,U,GT3,T,3,3,other,at_home,course,father,1,2,0,no,no,no,yes,yes,yes,yes,no,5,2,3,5,1,5,3,synthetic_indian,7.0,4.3,56.91661419109316,56,3,54,3,61,4,55,3,59,3,285,57.0
